;PORT_original_firstorder_10Percentile;PORT_original_firstorder_90Percentile;PORT_original_firstorder_Energy;PORT_original_firstorder_Entropy;PORT_original_firstorder_InterquartileRange;PORT_original_firstorder_Kurtosis;PORT_original_firstorder_Maximum;PORT_original_firstorder_Mean;PORT_original_firstorder_MeanAbsoluteDeviation;PORT_original_firstorder_Median;PORT_original_firstorder_Minimum;PORT_original_firstorder_Range;PORT_original_firstorder_RobustMeanAbsoluteDeviation;PORT_original_firstorder_RootMeanSquared;PORT_original_firstorder_Skewness;PORT_original_firstorder_TotalEnergy;PORT_original_firstorder_Uniformity;PORT_original_firstorder_Variance;PORT_original_glcm_Autocorrelation;PORT_original_glcm_ClusterProminence;PORT_original_glcm_ClusterShade;PORT_original_glcm_ClusterTendency;PORT_original_glcm_Contrast;PORT_original_glcm_Correlation;PORT_original_glcm_DifferenceAverage;PORT_original_glcm_DifferenceEntropy;PORT_original_glcm_DifferenceVariance;PORT_original_glcm_Id;PORT_original_glcm_Idm;PORT_original_glcm_Idmn;PORT_original_glcm_Idn;PORT_original_glcm_Imc1;PORT_original_glcm_Imc2;PORT_original_glcm_InverseVariance;PORT_original_glcm_JointAverage;PORT_original_glcm_JointEnergy;PORT_original_glcm_JointEntropy;PORT_original_glcm_MCC;PORT_original_glcm_MaximumProbability;PORT_original_glcm_SumAverage;PORT_original_glcm_SumEntropy;PORT_original_glcm_SumSquares;PORT_original_gldm_DependenceEntropy;PORT_original_gldm_DependenceNonUniformity;PORT_original_gldm_DependenceNonUniformityNormalized;PORT_original_gldm_DependenceVariance;PORT_original_gldm_GrayLevelNonUniformity;PORT_original_gldm_GrayLevelVariance;PORT_original_gldm_HighGrayLevelEmphasis;PORT_original_gldm_LargeDependenceEmphasis;PORT_original_gldm_LargeDependenceHighGrayLevelEmphasis;PORT_original_gldm_LargeDependenceLowGrayLevelEmphasis;PORT_original_gldm_LowGrayLevelEmphasis;PORT_original_gldm_SmallDependenceEmphasis;PORT_original_gldm_SmallDependenceHighGrayLevelEmphasis;PORT_original_gldm_SmallDependenceLowGrayLevelEmphasis;PORT_original_glrlm_GrayLevelNonUniformity;PORT_original_glrlm_GrayLevelNonUniformityNormalized;PORT_original_glrlm_GrayLevelVariance;PORT_original_glrlm_HighGrayLevelRunEmphasis;PORT_original_glrlm_LongRunEmphasis;PORT_original_glrlm_LongRunHighGrayLevelEmphasis;PORT_original_glrlm_LongRunLowGrayLevelEmphasis;PORT_original_glrlm_LowGrayLevelRunEmphasis;PORT_original_glrlm_RunEntropy;PORT_original_glrlm_RunLengthNonUniformity;PORT_original_glrlm_RunLengthNonUniformityNormalized;PORT_original_glrlm_RunPercentage;PORT_original_glrlm_RunVariance;PORT_original_glrlm_ShortRunEmphasis;PORT_original_glrlm_ShortRunHighGrayLevelEmphasis;PORT_original_glrlm_ShortRunLowGrayLevelEmphasis;PORT_original_glszm_GrayLevelNonUniformity;PORT_original_glszm_GrayLevelNonUniformityNormalized;PORT_original_glszm_GrayLevelVariance;PORT_original_glszm_HighGrayLevelZoneEmphasis;PORT_original_glszm_LargeAreaEmphasis;PORT_original_glszm_LargeAreaHighGrayLevelEmphasis;PORT_original_glszm_LargeAreaLowGrayLevelEmphasis;PORT_original_glszm_LowGrayLevelZoneEmphasis;PORT_original_glszm_SizeZoneNonUniformity;PORT_original_glszm_SizeZoneNonUniformityNormalized;PORT_original_glszm_SmallAreaEmphasis;PORT_original_glszm_SmallAreaHighGrayLevelEmphasis;PORT_original_glszm_SmallAreaLowGrayLevelEmphasis;PORT_original_glszm_ZoneEntropy;PORT_original_glszm_ZonePercentage;PORT_original_glszm_ZoneVariance;PORT_original_ngtdm_Busyness;PORT_original_ngtdm_Coarseness;PORT_original_ngtdm_Complexity;PORT_original_ngtdm_Contrast;PORT_original_ngtdm_Strength;PORT_original_shape_Elongation;PORT_original_shape_Flatness;PORT_original_shape_LeastAxisLength;PORT_original_shape_MajorAxisLength;PORT_original_shape_Maximum2DDiameterColumn;PORT_original_shape_Maximum2DDiameterRow;PORT_original_shape_Maximum2DDiameterSlice;PORT_original_shape_Maximum3DDiameter;PORT_original_shape_MeshVolume;PORT_original_shape_MinorAxisLength;PORT_original_shape_Sphericity;PORT_original_shape_SurfaceArea;PORT_original_shape_SurfaceVolumeRatio;PORT_original_shape_VoxelVolume
6_CCK;98;139;13649403;1,549501263;22;4,211949098;162;117,4493802;13,38287173;118;45;117;9,159162862;118,7460439;-0,743601008;109195224;0,402760228;306,2660327;17,64137096;11,97442455;-1,54688152;1,793269716;0,481397745;0,577534615;0,418034402;1,101319725;0,300737131;0,801051982;0,797319134;0,987283314;0,941388889;-0,198773564;0,66718348;0,367232235;4,160921533;0,200725321;2,85753286;0,588278264;0,351154158;8,321843065;2,332134164;0,568666865;5,809052405;48,57644628;0,050182279;30,95227443;389,8719008;0,535216814;18,22210744;220,7541322;4130,899793;13,07295053;0,064777893;0,017378072;0,330711861;0,002076518;178,6427502;0,362009676;0,643500759;17,97090921;6,18782097;114,3407945;0,37727665;0,068438998;3,553607622;169,6919473;0,335835295;0,508582327;1,994653887;0,574166125;10,15885368;0,04147287;3;0,2;2,293333333;19,93333333;23996,26667;435342,8667;1394,065444;0,133462963;3,133333333;0,208888889;0,438149621;8,733756643;0,087561978;3,640223929;0,015495868;19831,71556;3,389809004;0,009386688;5,253193594;0,011548032;0,151287552;0,758679448;0,6870087;19,32332547;28,12675511;33,10589071;26,07680962;30,46309242;33,64520768;7631;21,33919104;0,805850111;2326,041668;0,304814791;7744
8_CCK;162;248;76952677;2,488122501;43;3,457853725;343;203,1643685;26,7092449;200;124;219;18,30499601;206,0216989;0,553632706;615621416;0,211787516;1169,179823;21,46631744;146,9093362;9,631367992;6,491766745;0,936105646;0,747182056;0,660866732;1,410263048;0,483259906;0,710928295;0,696878369;0,990950716;0,941940489;-0,260385395;0,833767365;0,461151345;4,480635043;0,074742402;4,269859822;0,784019207;0,163889054;8,961270087;3,326922454;1,856968098;6,509584228;109,0584666;0,060153594;22,14212668;383,9707667;1,943322252;23,48152234;140,6072808;2777,053502;9,754111412;0,063468545;0,023382279;0,716768876;0,00167261;223,7887766;0,199342303;2,128037348;24,95687193;3,799558683;82,84853507;0,24819801;0,061323083;4,04175697;520,7149208;0,455653487;0,61983962;1,075888227;0,691607958;18,19890488;0,040883439;4,935483871;0,159209157;4,314255983;34,74193548;21372,22581;440734,3871;1222,238499;0,084039075;4,161290323;0,134235172;0,341135294;12,28912118;0,04138352;4,518397117;0,017098731;17951,86264;2,645344932;0,007352015;17,91466437;0,017871694;0,291388065;0,893333255;0,846398151;26,03032733;30,75423465;38,20994635;34,05877273;37,36308338;39,49683532;14329,66667;27,47378055;0,736429649;3874,154336;0,270358999;14504
9_CCK;281;607;14275608299;4,29821071;192;2,252884492;816;439,5273987;102,4137973;434;54;762;77,350641;456,245476;0,128830169;1,14205E+11;0,055365208;14975,6002;273,2686281;17192,14245;136,3822638;87,22693742;7,818544891;0,835285531;2,056913162;2,62365278;3,432012618;0,462895616;0,393356418;0,992145663;0,940635436;-0,217782592;0,906365227;0,379997047;15,91900543;0,006716981;7,639903378;0,836457216;0,013678366;31,83801087;5,222307022;23,76137058;7,654743095;7557,457334;0,110199145;7,575614276;3796,945961;24,05920384;283,2715515;35,88086906;9391,589108;0,215331064;0,005502395;0,105464067;31,61676667;0,000590917;3172,257196;0,055499904;23,87416807;285,8732132;1,735699128;483,3731728;0,009733175;0,005447905;5,066384839;41583,05601;0,724055678;0,833835835;0,279737916;0,874911556;251,7569999;0,004733483;327,9839572;0,054810153;25,87560399;312,7997995;12662,40374;2706846,677;74,24002491;0,005880926;1624,532086;0,271479292;0,536130067;164,0703771;0,003285585;7,156244103;0,08725576;12531,05927;9,441340398;0,00021693;511,5860595;0,065520878;0,074295941;0,687754415;0,515092886;70,62432099;137,1098745;134,4172608;128,8875479;134,8332303;155,5634919;547523,6667;94,29792152;0,544939175;59393,3778;0,108476366;548640
100_CHC;103;287;1398878677;3,489356255;95;3,479402455;511;181,8755462;58,05166951;167;3;508;39,88542129;196,0618202;0,835921403;11191029416;0,107554696;5361,523051;66,28389423;3362,206131;148,3296243;30,9923647;2,350217465;0,858835198;1,075921247;1,911756808;1,15364812;0,611478341;0,576291888;0,994805492;0,953448126;-0,282737349;0,918357185;0,464032454;7,689099047;0,026396188;5,949394467;0,869474392;0,065374062;15,37819809;4,391464318;8,33564554;7,469354347;2434,278118;0,066892312;20,34114206;3914,022945;8,663471778;69,40542991;99,20477591;5448,364898;2,751559154;0,02607186;0,039263569;3,546501776;0,001132966;2537,881001;0,100000178;9,316030796;73,41567015;2,915153922;183,02224;0,077998925;0,025709266;4,808906018;14180,88963;0,554088581;0,69690308;0,802828851;0,770627931;58,77919832;0,019612604;56,71592211;0,064966692;19,20742551;98,11798396;134793,0596;7062519,926;3212,281713;0,043225346;161,9621993;0,185523711;0,434342268;45,07259904;0,017941456;7,083989958;0,023989448;133055,4208;12,49474245;0,000451471;132,9372844;0,026586797;0,099590543;0,919833782;0,642075278;58,88595084;91,71191107;107,5174404;100,4987562;103,7111373;118,0169479;290672,3333;84,359714;0,60481276;35085,8749;0,120705932;291128
101_CHC;148;179;6153610;1,259694575;17;3,197076807;197;162,7186147;10,13920279;162;117;80;7,197074806;163,2145959;0,086082481;49228880;0,505668934;161,6567531;9,296930768;1,601035015;-0,012206665;0,692344983;0,561189443;0,102489237;0,484577311;1,155524659;0,322555422;0,770228098;0,765372558;0,968404856;0,905609483;-0,042729724;0,277777125;0,419921081;3,043684155;0,282778733;2,368360123;0,209651135;0,484318066;6,08736831;1,743573507;0,313383606;5,010168831;11,71861472;0,050729934;34,86759993;116,8095238;0,337774779;9,731601732;150,2207792;1377,341991;16,86099086;0,122715248;0,051215651;0,452122315;0,011623675;58,69635153;0,405297699;0,46536354;9,949569514;3,721470475;35,32007085;0,434338777;0,128610236;2,768734945;68,54500527;0,466964658;0,625374625;1,044366988;0,701877537;7,121889521;0,094397129;5,428571429;0,387755102;1,06122449;8,428571429;1806,214286;16634,71429;200,2996032;0,226686508;3,285714286;0,234693878;0,452847083;3,355279533;0,139311504;3,182005815;0,060606061;1533,964286;2,104146132;0,036160491;2,646392615;0,022267075;0,166964732;0,720311963;0,431320218;8,845119191;20,50708225;16,4924225;20,88061302;22,36067977;22,36067977;1780;14,77149667;0,795978717;892,3378961;0,501313425;1848
104_CHC;121;219;5077797097;2,782567309;47;5,194576972;582;166,8541226;31,79376169;164;12;570;19,68495602;172,4219161;0,401708598;40622376776;0,188676269;1889,018901;53,62524892;576,1863986;10,53510043;10,82451093;1,047747127;0,823232948;0,657984706;1,469624382;0,5991822;0,721778778;0,707354397;0,998202217;0,974254855;-0,317090898;0,899782717;0,43272097;7,154086918;0,072202951;4,634750208;0,848283155;0,176214287;14,30817384;3,658129169;2,968064513;7,171439149;7894,658796;0,046221385;34,8495516;32226,09539;3,098854224;54,86382984;206,5064783;10485,81247;5,095810321;0,024898184;0,019238122;1,272644299;0,000527047;14701,20225;0,160642827;3,806653519;57,24893462;6,16512613;320,4303132;0,151854253;0,025098084;4,779005939;36944,64226;0,396350116;0,534546501;2,405265378;0,644989895;38,16907681;0,01627009;163,8367889;0,087100898;11,22778924;74,21956406;2729362,7;137432005,8;57842,57925;0,034965232;333,2232855;0,177152199;0,410889044;30,41594046;0,013567139;6,971135937;0,011012816;2721117,462;49,85143186;7,82039E-05;137,0248701;0,005697431;0,041459399;0,597740245;0,52501751;97,58928807;185,8781588;203,1846451;200,4894012;135,7939616;211,8395619;1365547,333;111,1068561;0,730507576;81482,41754;0,059670152;1366408
107_CHC;107;193;432338732;2,479976825;44;3,74315209;327;146,0784252;26,75869194;141;8;319;18,32285038;150,0470741;0,693715491;3458709856;0,215987216;1175,218137;41,37162197;146,1922889;11,00143499;6,34797742;1,133929768;0,696093069;0,72224763;1,523685556;0,599932871;0,695797799;0,678634655;0,994361901;0,953486813;-0,208330544;0,785142846;0,462621839;6,329931196;0,074015372;4,381018859;0,707880512;0,163900111;12,65986239;3,30822374;1,870476797;6,743200103;988,6133937;0,051482237;28,09818423;4147,60251;1,966352188;42,49211061;161,811644;6240,373692;4,768559287;0,028650664;0,027853187;1,452438095;0,000881022;2225,986571;0,195195654;2,275270562;44,26095206;4,411266514;177,5632055;0,128134757;0,028414817;4,208806756;5102,006029;0,441811763;0,593713322;1,460514252;0,684795109;31,30279941;0,019372758;41,95978552;0,112492723;7,337621919;56,52546917;197139,2198;7461307,453;5598,19987;0,038745814;81,45576408;0,218380065;0,468446938;28,66839862;0,016847409;5,927586322;0,019424048;194488,7644;15,26525375;0,00054059;47,60714957;0,011268185;0,05453078;0,936397496;0,773942149;52,58712738;67,9471036;77,25283166;77,89736838;77,89736838;82,68010643;153348,3333;63,62549765;0,789734436;17543,7497;0,114404567;153624
108_CHC;156;201;13316441;1,648171689;24;2,48734899;223;178,7336562;14,04196542;179;135;88;10,34300595;179,5639122;0,066546876;106531528;0,359742978;297,4786978;7,344395144;8,888184636;-0,149386605;1,873015307;0,433952064;0,62326341;0,416936116;1,013598631;0,25475102;0,794367934;0,793233537;0,974773689;0,917179975;-0,234337182;0,720275739;0,402047161;2,642766222;0,17300395;2,89517445;0,63353073;0,282704796;5,285532444;2,435298521;0,576741843;5,81801856;22,6125908;0,054752036;27,31875077;148,5738499;0,584056892;7,716707022;175,8280872;1258,57385;33,58141646;0,19972424;0,026035602;0,176956261;0,010453284;79,84451092;0,338858309;0,652049253;7,954681064;4,518476778;33,70545788;0,865214491;0,204829968;3,361006891;95,24942466;0,39343143;0,569752282;1,224094995;0,629011221;5,138769515;0,130027792;3;0,3;1,61;6,9;5952,7;43550,7;983,3736111;0,479861111;3;0,3;0,500657867;2,305821321;0,331581471;2,846439345;0,024213075;4247,01;5,57490423;0,021448173;1,963732286;0,034141489;0,102901085;0,842960729;0,559236156;12,24955287;21,90407886;21,54065923;27,85677655;21,63330765;27,85677655;3212;18,46427827;0,759369829;1386,37636;0,431624022;3304
110_CHC;83,8;130;5889357;1,68966727;23;3,60749714;147;110,4840085;14,68145717;114;33;114;10,1952315;112,0592004;-0,867749847;47114856;0,363196203;350,5482517;16,79579213;10,49780811;-1,613076943;1,76455296;0,590466328;0,492569101;0,503719748;1,178873731;0,328889206;0,762076076;0,756814784;0,978050394;0,918074831;-0,152289855;0,596751936;0,432744727;4,062179953;0,175622764;2,950943258;0,52541836;0,32156139;8,124359906;2,328401405;0,588754822;5,61149034;25,88272921;0,055187056;27,86823119;170,3390192;0,66963689;16,31343284;162,9530917;2931,447761;9,891144279;0,079186212;0,024206835;0,248348058;0,006772013;89,31341025;0,321603894;0,803211739;15,48129835;4,194285306;71,43734929;0,29371111;0,08964326;3,348326575;119,5812196;0,420329709;0,591438412;1,142265393;0,661316915;9,626871658;0,067100874;2,833333333;0,236111111;1,6875;9,25;6338,916667;106276,4167;402,0858333;0,289652778;1,666666667;0,138888889;0,21871512;0,510399724;0,176173894;3,418295834;0,025586354;4811,409722;2,712466486;0,017507631;4,586191924;0,027076543;0,188890344;0,917384929;0,799814446;15,69185542;19,61936984;23,32380758;21,63330765;21,63330765;24,41311123;3665,333333;17,99851421;0,83135008;1382,852416;0,37727876;3752
111_CHC;145;255;72740651;2,748667409;63;2,380822724;321;196,6013326;34,82431162;191;88;233;26,09749497;200,9702327;0,281713704;581925208;0,165379466;1736,950448;28,98863856;218,6187607;11,85717843;9,386639656;1,73088202;0,687276252;0,944226186;1,741380798;0,816595652;0,632018491;0,60302833;0,983758474;0,919692305;-0,187110003;0,781633592;0,486126055;5,203126526;0,044807554;4,938364252;0,704448494;0,102506865;10,40625305;3,579413779;2,779380419;6,543329549;129,3831205;0,0718396;16,8886019;297,8484175;2,822809587;31,80677401;91,02443087;2442,907274;4,816667471;0,049278568;0,041949453;1,541215696;0,002845464;203,9143793;0,160105751;2,908305938;33,04730177;2,704207643;81,48953096;0,134801304;0,048538127;3,96755934;721,1808909;0,561843012;0,707299364;0,670911036;0,776039467;26,44273479;0,03701721;5,565217391;0,120982987;5,941398866;35,47826087;11058,58696;313746,0435;505,2433969;0,102566993;12,34782609;0,268431002;0,530180828;19,60661164;0,062691519;4,577697282;0,025541366;9525,694234;3,416687515;0,006186259;24,50203155;0,038327752;0,201493126;0,837548482;0,764136486;24,25422458;31,74069691;34,05877273;34,05877273;36,05551275;38,52272057;14266,33333;26,58437251;0,819111383;3472,823739;0,243427912;14408
112_CHC;162;250;39472709;2,481608562;49;2,705857035;324;203,5350593;28,06636108;201;116;208;20,67744696;206,3519605;0,356765034;315781672;0,202163549;1154,61123;20,63965575;77,90757629;5,076585236;5,193125186;2,1026052;0,421024354;1,032913727;1,84826121;1,001314004;0,616928286;0,583357587;0,976414312;0,905488207;-0,101574486;0,590095229;0,471113553;4,457013907;0,056023927;4,612558042;0,47362416;0,102952107;8,914027814;3,167622059;1,823932597;6,08746311;68,25782093;0,073633032;16,49066888;187,4056095;1,909743532;23,67745415;78,82740022;1450,492988;5,517595882;0,062516284;0,052279787;1,632125828;0,003688458;132,0451407;0,193928918;2,03471314;24,94659791;2,44781187;53,61806159;0,158210418;0,061038255;3,603784995;406,7613889;0,590217484;0,734793793;0,540234796;0,7925919;20,60381236;0,047451069;7,139534884;0,166035695;4,233639805;35,90697674;3501,046512;67499,09302;217,1858131;0,080359025;7;0,162790698;0,37204871;12,59443413;0,038717267;4,749069046;0,046386192;3036,293131;2,570572398;0,009355092;23,65055354;0,03825527;0,233940782;0,559279047;0,416335716;14,99268907;36,01105668;37,94733192;37,94733192;27,20294102;38,41874542;7296,666667;20,14022945;0,77015581;2362,228292;0,323740743;7416
116_CHC;98;151;194568044;1,803553371;28;3,1163345;200;121,6254008;16,54541602;118;64;136;11,81834132;123,353485;0,698053148;1556544352;0,343648909;423,3441519;11,77962644;19,43957702;2,325296703;2,475306988;0,381233186;0,73248316;0,347264411;1,00005781;0,257582596;0,831806252;0,829759016;0,992462704;0,957056158;-0,318722416;0,814792671;0,319608112;3,354996812;0,200855576;2,960802093;0,754678689;0,383412618;6,709993624;2,529456884;0,714135043;6,200983093;560,4481896;0,043829529;41,30924505;4394,238602;0,760617156;12,28724486;326,2817705;3650,219051;34,76046615;0,106723332;0,012139292;0,174391846;0,001460691;1360,869325;0,273362726;1,02867354;13,42914529;12,96833709;144,9695115;1,376963542;0,106944985;4,39783179;1394,529329;0,273485163;0,389187336;5,866177398;0,519037433;7,473231207;0,055193821;20,26086957;0,220226843;2,508979206;15,06521739;596415,5109;6454467,62;61200,23527;0,156459751;23,60869565;0,256616257;0,521830795;7,637158027;0,066728628;4,507651112;0,007194807;577097,5325;39,19164114;0,000904412;6,553650973;0,010898692;0,018653303;0,928957623;0,820431564;47,13500665;57,45147886;64,03124237;69,85699679;70,34202158;72,16647421;102025,3333;53,36998927;0,777350173;13583,32545;0,133136791;102296
119_CHC;164;300;89785784;2,967957596;69;3,622031275;412;220,2613181;42,74899155;206;109;303;28,68255693;226,832915;1,016736286;718286272;0,162327403;2938,123117;30,33773518;929,765768;66,46337774;15,33995964;2,350766454;0,731943679;1,101327615;1,915129733;1,105702762;0,600996806;0,564476425;0,986823483;0,926795981;-0,194837611;0,808955796;0,474201556;5,20470805;0,044733123;5,258724216;0,757975259;0,115598256;10,4094161;3,775423714;4,422681522;6,577334813;126,2137536;0,072328799;17,27562302;283,2613181;4,756573756;33,20916905;78,90487106;1846,115759;4,773516125;0,057308836;0,05638535;2,559683194;0,003169662;185,4823298;0,144177899;5,206275884;35,64051891;2,454026155;72,93433557;0,142469726;0,056560239;4,139238612;777,5814551;0,600714431;0,736521931;0,578445486;0,801960993;30,14392861;0,044724361;8,378378378;0,113221329;9,484295106;50,51351351;5760,662162;123778,9459;329,8512876;0,076203969;15,83783784;0,214024836;0,46680563;22,07692031;0,030883139;5,270481157;0,042406877;5204,594777;2,658479927;0,005901515;51,19627951;0,043341903;0,451388007;0,906096645;0,805833111;24,23784239;30,07799264;36,05551275;32,80243893;32,55764119;36,55133376;13840,66667;27,25356821;0,838471582;3324,812176;0,240220522;13960
11_CHC;584;676;125499172;2,511032896;54;2,413474282;710;632,2364217;29,0892221;634;531;179;21,85117718;633,2107241;-0,201094972;1003993376;0,193949106;1232,92813;25,24348174;88,17995328;-4,802376804;5,985557576;1,367867107;0,626387736;0,869709836;1,573976389;0,584033449;0,639979613;0,614687763;0,979876698;0,908696598;-0,189832361;0,760313481;0,509267451;4,907665269;0,05755675;4,439385046;0,663136427;0,110981107;9,815330537;3,254715535;1,838356171;5,957227509;25,37699681;0,081076667;11,54363115;60,70607029;1,995590442;25,20766773;66,91054313;1765,757188;3,689860165;0,063882473;0,05690087;1,242352798;0,007214946;44,8100945;0,190429671;2,062925402;24,92597716;2,292646668;59,34734619;0,136961993;0,066276736;3,519788397;142,9930708;0,599614566;0,752273286;0,465406439;0,798254;19,81168348;0,054331291;2,888888889;0,160493827;3,777777778;22,55555556;903,2777778;24417,77778;42,74007724;0,132170651;3,222222222;0,179012346;0,387892674;5,889904079;0,087745401;3,947702779;0,057507987;600,904321;0,868160143;0,031361566;14,60462639;0,04180162;0,640302202;0,624071359;0,533982943;12,10416234;22,66769473;23,32380758;22,36067977;17,88854382;24,65765601;2415,666667;14,14625905;0,775759788;1122,315252;0,464598559;2504
121_CHC;48;110;20216803;2,059150905;38;5,71490441;242;75,70931717;21,57098668;69;13;229;15,79847614;80,31686411;1,169583177;161734424;0,290973814;718,897954;12,61415237;67,72598595;7,513253286;3,620078516;0,6387036;0,697862912;0,510186976;1,231171353;0,371338456;0,764151251;0,757590834;0,993781435;0,954560298;-0,250638771;0,779523527;0,417102061;3,444962681;0,148892036;3,435522747;0,751850678;0,323299006;6,889925363;2,773833517;1,064695529;6,193071901;143,5226548;0,045795359;35,57176025;911,9119336;1,217411277;13,90682833;204,7211232;2287,880026;22,05015333;0,103661626;0,02555892;0,589149517;0,002545917;398,081953;0,235811437;1,558765812;15,57358436;5,771493805;69,51128577;0,614686965;0,101144911;3,983310876;683,118534;0,397555086;0,538240636;2,144082188;0,645255622;10,9447759;0,063883797;10,1641791;0,151704166;4,009356204;29,76119403;40992,47761;459042,8955;4285,755657;0,093362169;14,85074627;0,221652929;0,476332081;13,31073453;0,053627383;4,9933384;0,02137843;38804,47227;6,360317888;0,003410173;20,33659762;0,01064905;0,214365666;0,892218814;0,804786895;30,04157113;37,32860377;42,80186912;46,04345773;42,19004622;47,11687596;24870,66667;33,30528259;0,691077828;5962,322311;0,239733112;25072
13_CHC;87;372;18884641258;3,830316826;105;3,182983329;688;262,4812847;74,47465192;277;0;688;47,95234848;280,1108021;-0,518346361;1,51077E+11;0,086780711;9565,636641;133,2460774;10411,73376;-254,811735;57,15725842;4,041149866;0,867889279;1,351030769;2,204553276;2,171116818;0,575622733;0,532031498;0,995016127;0,956213717;-0,274199662;0,930929913;0,435785019;10,95293381;0,017930192;6,586581453;0,894647912;0,049302394;21,90586762;4,743195082;15,29960207;7,818795014;15246,21745;0,063345109;24,64724517;20886,8155;15,38558372;136,8202422;95,41169994;10730,46623;3,518323116;0,023758012;0,062382061;8,867135565;0,001604525;14579,15959;0,084697136;14,50681536;141,5177898;2,867792014;350,7935727;0,092478459;0,021470088;5,02436877;102303,4467;0,591435782;0,71491688;0,879217126;0,796627929;114,2122106;0,016593385;704,8259699;0,059313807;22,89556624;142,0861735;322623,4388;45366365,33;4227,235972;0,031811999;3201,627956;0,269429265;0,530535156;74,78240913;0,016966913;6,993348098;0,049371585;322213,1914;39,40756805;6,22306E-05;314,6769452;0,035341895;0,024852779;0,834854125;0,561261094;102,2791387;182,2309435;202,8299781;205,0560899;176,5106229;206,4073642;1924953,667;152,1362549;0,640509606;116834,7402;0,060694832;1925480
18_CHC;144;293;1085319518;3,132712665;67;2,807246467;401;225,1386609;42,72461573;228;69;332;29,20850037;231,6683757;-0,322553324;8682556144;0,134411905;2982,819662;58,42624801;866,1814816;-23,49641501;17,63289404;1,349630148;0,857630273;0,788088872;1,612480537;0,710620481;0,680289789;0,659330381;0,994167285;0,952697717;-0,324179957;0,925083745;0,459248574;7,372529532;0,042058305;5,219552059;0,863697298;0,1047466;14,74505906;4,046925503;4,745631048;7,34212113;1112,265453;0,055002742;27,61191527;2718,077539;4,853154143;61,45381268;151,1666502;8681,112501;4,304358562;0,027574515;0,024131628;1,768741776;0,000626728;1531,854884;0,123985467;5,198787105;63,09258451;4,139991706;245,0635753;0,114442772;0,027177653;4,738853542;5821,133646;0,465746976;0,610941625;1,373533806;0,704753769;45,31415882;0,018828188;23,76987448;0,099455542;9,748113653;86,73221757;217021,2971;13332222,68;4321,355365;0,035214721;47,44351464;0,198508429;0,439237697;39,89569116;0,01072678;5,966330208;0,011818811;209862,2963;9,014238362;0,000839271;46,20091951;0,022534132;0,072260392;0,868253656;0,720595683;51,51677322;71,49192591;81,58431222;80,04998438;81,70679286;85,67379996;161455,6667;62,07312604;0,783584485;18299,27248;0,113339301;161776
19_CHC;119;266;4509455114;3,254148862;81;3,497117572;570;193,0405145;46,75217095;191;24;546;33,4015051;201,6727295;0,403139591;36075640912;0,120505656;3407,249617;71,40947113;1267,549864;29,18751614;19,78255951;1,565342053;0,853088942;0,846314244;1,676958266;0,828388598;0,66514201;0,642010976;0,997093112;0,965869392;-0,315670837;0,926419208;0,468402352;8,176483601;0,033347924;5,440442013;0,85783692;0,06520536;16,3529672;4,169872634;5,33697539;7,509562812;6311,901185;0,056928596;24,34039416;13360,94415;5,53036815;73,47066941;142,3137616;9782,309351;2,906890846;0,019597083;0,027553502;2,48904597;0,000545209;8098,672675;0,117681599;5,917674171;75,55150602;3,960091778;280,6256145;0,079168348;0,019310835;4,832267361;32674,5174;0,468720137;0,62070944;1,257079026;0,706646879;54,65451018;0,013485529;133,5469256;0,072031783;14,96327513;103,4795038;695644,0431;48060888,81;11962,63066;0,022790123;411,0701187;0,221720668;0,475364385;49,95532679;0,010673558;6,823323544;0,016721684;692067,6935;28,70522815;0,00014543;134,2792677;0,013355278;0,041038515;0,833333627;0,701939044;91,78881121;130,7646469;146,7105995;147,3227749;132,6197572;153,166576;886290,6667;108,9705775;0,728334663;61263,79965;0,069123824;886992
1_CHC;249,6;295,4;16966251;1,706024079;21,5;6,205631051;324;272,6299559;14,90974015;276;179;145;9,414547785;273,3883572;-1,134563419;135730008;0,372819189;414,1009529;20,48133601;13,23197184;-1,785936712;1,574105515;0,766694728;0,336700093;0,600465376;1,283364144;0,39547943;0,725586696;0,716390247;0,980095111;0,917097827;-0,110412924;0,505547246;0,472822274;4,503055722;0,175871811;2,96970619;0,451834479;0,285727002;9,006111444;2,245949285;0,585200061;5,281247074;13,81938326;0,06087834;22,67631819;84,62995595;0,71982767;20,28193833;116,3480176;2584;5,571251836;0,066127019;0,051273688;0,666383949;0,006864275;50,36775727;0,332621135;0,872370972;19,51289023;3,086084941;65,39451345;0,177787984;0,074166533;3,08128324;77,02265998;0,49937794;0,666214842;0,73087147;0,72594215;13,62662208;0,059858049;4,384615385;0,337278107;1,443786982;12,38461538;1449,923077;31100,46154;71,7459188;0,170811966;2,692307692;0,207100592;0,436923688;4,318890958;0,062275158;3,085055103;0,057268722;1145,017751;1,038002047;0,029777963;7,475297368;0,023458455;0,48536734;0,92390147;0,661166554;10,71630866;16,20818324;17,20465053;18,86796226;17,20465053;20,49390153;1750,666667;14,97476432;0,839706121;836,5510475;0,477847133;1816
